Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
MIR5700,,,hsa-mir-5700,hsa-mir-5700
hsa-mir-5700,,,MIR5700,MIR5700
MIR5701-1,,,hsa-mir-5701-1,hsa-mir-5701-1
hsa-mir-5701-1,,,MIR5701-1,MIR5701-1
MIR5187,,,hsa-mir-5187,hsa-mir-5187
hsa-mir-5187,,,MIR5187,MIR5187
MIR1295B,,,hsa-mir-1295b,hsa-mir-1295b
hsa-mir-1295b,,,MIR1295B,MIR1295B
MIR4536-2,,,hsa-mir-4536-2,hsa-mir-4536-2
hsa-mir-4536-2,,,MIR4536-2,MIR4536-2
MIR5195,,,hsa-mir-5195,hsa-mir-5195
hsa-mir-5195,,,MIR5195,MIR5195
MIR5581,,,hsa-mir-5581,hsa-mir-5581
hsa-mir-5581,,,MIR5581,MIR5581
MIR548AX,,,hsa-mir-548ax,hsa-mir-548ax
hsa-mir-548ax,,,MIR548AX,MIR548AX
MIR5686,,,,
GLUT1,,,,
MIR5694,,,hsa-mir-5694,hsa-mir-5694
hsa-mir-5694,,,MIR5694,MIR5694
MIR5591,,,hsa-mir-5591,hsa-mir-5591
hsa-mir-5591,,,MIR5591,MIR5591
MIR5004,,,hsa-mir-5004,hsa-mir-5004
hsa-mir-5004,,,MIR5004,MIR5004
MIR5692A1,,,hsa-mir-5692a-1,hsa-mir-5692a-1
hsa-mir-5692a-1,,,MIR5692A1,MIR5692A1
MIR5193,,,hsa-mir-5193,hsa-mir-5193
hsa-mir-5193,,,MIR5193,MIR5193
MIR5692B,,,hsa-mir-5692b,hsa-mir-5692b
hsa-mir-5692b,,,MIR5692B,MIR5692B
MIR5089,,,hsa-mir-5089,hsa-mir-5089
hsa-mir-5089,,,MIR5089,MIR5089
MIR548AV,,,hsa-mir-548av,hsa-mir-548av
hsa-mir-548av,,,MIR548AV,MIR548AV
MIR5681B,,,hsa-mir-5681b,hsa-mir-5681b
hsa-mir-5681b,,,MIR5681B,MIR5681B
MIR548AO,,,hsa-mir-548ao,hsa-mir-548ao
hsa-mir-548ao,,,MIR548AO,MIR548AO
GLUT2,,,,
MIR5100,,,hsa-mir-5100,hsa-mir-5100
hsa-mir-5100,,,MIR5100,MIR5100
MIR5590,,,hsa-mir-5590,hsa-mir-5590
hsa-mir-5590,,,MIR5590,MIR5590
MIR5196,,,hsa-mir-5196,hsa-mir-5196
hsa-mir-5196,,,MIR5196,MIR5196
MIR5685,,,hsa-mir-5685,hsa-mir-5685
hsa-mir-5685,,,MIR5685,MIR5685
MIR5684,,,hsa-mir-5684,hsa-mir-5684
hsa-mir-5684,,,MIR5684,MIR5684
MIR5691,,,hsa-mir-5691,hsa-mir-5691
hsa-mir-5691,,,MIR5691,MIR5691
MIR5008,,,hsa-mir-5008,hsa-mir-5008
hsa-mir-5008,,,MIR5008,MIR5008
MIR5090,,,hsa-mir-5090,hsa-mir-5090
hsa-mir-5090,,,MIR5090,MIR5090
MIR5695,,,hsa-mir-5695,hsa-mir-5695
hsa-mir-5695,,,MIR5695,MIR5695
MIR5190,,,hsa-mir-5190,hsa-mir-5190
hsa-mir-5190,,,MIR5190,MIR5190
GLUT3,,,,
MIR548AS,,,hsa-mir-548as,hsa-mir-548as
hsa-mir-548as,,,MIR548AS,MIR548AS
UBE2CP2,2016-03,,,
UBE2CP3,2016-03,,,
UBE2CP4,2016-03,,,
UBE2CP5,2016-03,,,
LINC00504,,,,
LINC00505,,,,
LINC00506,,,,
LINC00507,,,,
LINC00508,,,,
GLUT3P1,,,,
P4HA2-AS1,2012-08,,,
SMKR1,2016-06,,,
MIR205HG,2015-02,,LINC00510,LINC00510
LINC00510,2015-02,,MIR205HG,MIR205HG
OIP5-AS1,2012-08,,cyrano|linc-OIP5,cyrano|linc-OIP5
cyrano,2012-08,,OIP5-AS1|linc-OIP5,OIP5-AS1|linc-OIP5
linc-OIP5,2012-08,,OIP5-AS1|cyrano,OIP5-AS1|cyrano
LINC00511,,,onco-lncRNA-12,onco-lncRNA-12
onco-lncRNA-12,,,LINC00511,LINC00511
LINC00513,,,AC016831.7,AC016831.7
AC016831.7,,,LINC00513,LINC00513
TBC1D3P5,2015-11,,,
TBC1D3P6,2015-11,,,
TBC1D3P7,2015-11,,,
GLUT4,,,,
USP32P1,,,,
SNRPEP6,,,,
SNRPEP7,,,,
SNRPEP8,,,,
SNRPEP9,,,,
SNRPEP10,,,,
USP32P3,,,,
USP32P4,,,,
CHEK2P2,,,,
CHEK2P3,,,,
GLUT5,,,,
CHEK2P4,2011-11,,,
CHEK2P5,,,,
SLC9B1P3,2016-02,,,
SLC9B1P4,2016-02,,,
SLC9B1P5,2016-02,,,
NUDT19P1,2015-11,,,
NUDT19P2,2015-11,,,
NUDT19P3,2015-11,,,
NUDT19P4,2015-11,,,
NUDT19P5,2015-11,,,
GLUT6,,,,
HDAC2-AS2,2017-02,,ENST00000421891,ENST00000421891
ENST00000421891,2017-02,,HDAC2-AS2,HDAC2-AS2
DAPK1-IT1,2015-02,,,
GDNF-AS1,2012-10,,GDNFOS,GDNFOS
GDNFOS,2012-10,,GDNF-AS1,GDNF-AS1
NEGR1-AS1,,,,
ZRANB2-AS1,2012-08,,,
ZRANB2-AS2,2012-10,,,
CASP3P1,2015-11,,,
PRDX4P1,,,,
PRDX4P2,,,,
ALOX5AP,2016-02,,FLAP,FLAP
FLAP,2016-02,,ALOX5AP,ALOX5AP
GLVR1,,,,
LIFR-AS1,2012-08,,,
ANKRD18CP,,,,
ANKRD20A12P,2015-11,,,
ANKRD20A13P,2015-11,,,
ANKRD20A14P,2015-11,,,
ANKRD20A15P,2015-11,,,
ANKRD20A16P,2015-11,,,
ANKRD20A17P,2015-11,,,
ANKRD18EP,,,,
GLVR2,,,,
IGBP1P2,,,,
IGBP1P3,,,,
IGBP1P4,,,,
IGBP1P5,,,,
CHMP4BP1,,,,
FAM90A27P,2015-11,,,
FADS2P1,,,,
MGAT4D,2015-11,,GnT1IP,GnT1IP
GnT1IP,2015-11,,MGAT4D,MGAT4D
GLXR,,,,
SSU72P1,2013-10,,,
SSU72P2,2013-10,,,
SSU72P3,2013-10,,,
SSU72P4,2013-10,,,
SSU72P5,2013-10,,,
SSU72P6,2013-10,,,
SSU72P7,2013-10,,,
SSU72P8,2013-10,,,
TMEM198B,2016-01,,,
GLYB,,,,
LZTS1-AS1,2012-08,,,
HMBOX1-OT1,,,,
HMBOX1-IT1,2015-02,,,
NRG1-IT1,2015-02,,,
NRG1-IT2,,,,
NRG1-IT3,2015-02,,,
LRRC3-AS1,2012-10,,,
FRMD6-AS2,2012-08,,,
MEI4,2015-06,,,
FAM215B,2015-11,,ARL17A-IT1,ARL17A-IT1
ARL17A-IT1,2015-11,,FAM215B,FAM215B
GLYD,,,,
FAM220CP,2015-11,,,
TDRG1,2011-12,,LINC00532|lincRNA-NR_024015,LINC00532|lincRNA-NR_024015
LINC00532,2011-12,,TDRG1|lincRNA-NR_024015,TDRG1|lincRNA-NR_024015
lincRNA-NR_024015,2011-12,,TDRG1|LINC00532,TDRG1|LINC00532
LINC00534,,,,
LINC00535,,,,
LINC00536,,,,
ARMC10P1,,,,
ERVK11-1,2015-12,,,
TPTEP1,,,psiTPTE22,psiTPTE22
psiTPTE22,,,TPTEP1,TPTEP1
MAFG-AS1,2012-08,,,
GLYS1,,,,
HEXDC-IT1,2015-02,,,
NARF-IT1,2015-02,NARF-OT1,,NARF-OT1
TP53COR1,,,linc-p21|lincRNA-p21|Trp53cor1,linc-p21|lincRNA-p21|Trp53cor1
linc-p21,,,TP53COR1|lincRNA-p21|Trp53cor1,TP53COR1|lincRNA-p21|Trp53cor1
lincRNA-p21,,,TP53COR1|linc-p21|Trp53cor1,TP53COR1|linc-p21|Trp53cor1
Trp53cor1,,,TP53COR1|linc-p21|lincRNA-p21,TP53COR1|linc-p21|lincRNA-p21
FSBP,,,,
LINC00537,,,,
LINC00538,,,Yiya|PROX1UT,Yiya|PROX1UT
Yiya,,,LINC00538|PROX1UT,LINC00538|PROX1UT
PROX1UT,,,LINC00538|Yiya,LINC00538|Yiya
PROX1-AS1,2012-08,,,
LINC00854,2013-02,TMEM106A-AS1,,TMEM106A-AS1
GLYT2L,,,,
BIN2P1,2012-01,,,
BIN2P2,2012-01,,,
PLCB2-AS1,2012-08,,,
CBR3-AS1,2012-08,,PlncRNA-1,PlncRNA-1
PlncRNA-1,2012-08,,CBR3-AS1,CBR3-AS1
OSTM1-AS1,2012-08,,,
QRSL1P1,,,,
QRSL1P2,,,,
QRSL1P3,,,,
GM2A,2004-05,,SAP-3,SAP-3
SAP-3,2004-05,,GM2A,GM2A
JRKL-AS1,2012-08,,,
LINC00539,,LINC00422,,LINC00422
LINC00540,,,,
CEND1P1,,,,
CEND1P2,,,,
LINC00543,,,,
LINC00544,,,,
GM2AP1,2010-03,GM2AP,,GM2AP
LINC00545,,,,
LINC00547,,,FLJ34747,FLJ34747
FLJ34747,,,LINC00547,LINC00547
LINC00548,,,FLJ42392,FLJ42392
FLJ42392,,,LINC00548,LINC00548
TSC22D1-AS1,2012-08,,,
TPT1-AS1,2012-08,,,
LINC00550,,,,
GMDS,,,GMD|SDR3E1,GMD|SDR3E1
GMD,,,GMDS|SDR3E1,GMDS|SDR3E1
SDR3E1,,,GMDS|GMD,GMDS|GMD
BIVM-ERCC5,,,,
LINC00551,,,,
LINC00552,,,,
AIMP1P2,2016-05,,,
GAS6-AS2,2012-09,,FLJ44054,FLJ44054
FLJ44054,2012-09,,GAS6-AS2,GAS6-AS2
URAHP,,,URAH,URAH
URAH,,,URAHP,URAHP
DOCK9-AS2,2012-10,,,
LINC00554,,,,
PLUT,2017-01,PDX1-AS1,PLUTO|HI-LNC71,PDX1-AS1|PLUTO|HI-LNC71
PLUTO,2017-01,PDX1-AS1,PLUT|HI-LNC71,PDX1-AS1|PLUT|HI-LNC71
HI-LNC71,2017-01,PDX1-AS1,PLUT|PLUTO,PDX1-AS1|PLUT|PLUTO
LINC00555,,,,
ALPI,,,,
GMEB1,,,P96PIF|PIF96,P96PIF|PIF96
P96PIF,,,GMEB1|PIF96,GMEB1|PIF96
PIF96,,,GMEB1|P96PIF,GMEB1|P96PIF
LINC00556,,,,
LINC00557,,,,
LINC00558,,,,
LINC00559,,,,
LINC00560,,,,
LINC00561,,,,
LINC00562,,,,
LINC00563,,,,
LINC00564,,,,
LINC00565,,,,
GMEB2,,,P79PIF|KIAA1269|PIF79,P79PIF|KIAA1269|PIF79
P79PIF,,,GMEB2|KIAA1269|PIF79,GMEB2|KIAA1269|PIF79
KIAA1269,,,GMEB2|P79PIF|PIF79,GMEB2|P79PIF|PIF79
PIF79,,,GMEB2|P79PIF|KIAA1269,GMEB2|P79PIF|KIAA1269
LINC00566,,,,
LINC00567,,,,
TARS2P1,2016-06,,,
FALEC,2014-09,LINC00568,ncRNA-a1|FAL1,LINC00568|ncRNA-a1|FAL1
ncRNA-a1,2014-09,LINC00568,FALEC|FAL1,LINC00568|FALEC|FAL1
FAL1,2014-09,LINC00568,FALEC|ncRNA-a1,LINC00568|FALEC|ncRNA-a1
PCAT6,2013-06,KDM5B-AS1,ncRNA-a2|PCAN-R1|KDM5BAS1|onco-lncRNA-96,KDM5B-AS1|ncRNA-a2|PCAN-R1|KDM5BAS1|onco-lncRNA-96
ncRNA-a2,2013-06,KDM5B-AS1,PCAT6|PCAN-R1|KDM5BAS1|onco-lncRNA-96,KDM5B-AS1|PCAT6|PCAN-R1|KDM5BAS1|onco-lncRNA-96
PCAN-R1,2013-06,KDM5B-AS1,PCAT6|ncRNA-a2|KDM5BAS1|onco-lncRNA-96,KDM5B-AS1|PCAT6|ncRNA-a2|KDM5BAS1|onco-lncRNA-96
KDM5BAS1,2013-06,KDM5B-AS1,PCAT6|ncRNA-a2|PCAN-R1|onco-lncRNA-96,KDM5B-AS1|PCAT6|ncRNA-a2|PCAN-R1|onco-lncRNA-96
onco-lncRNA-96,2013-06,KDM5B-AS1,PCAT6|ncRNA-a2|PCAN-R1|KDM5BAS1,KDM5B-AS1|PCAT6|ncRNA-a2|PCAN-R1|KDM5BAS1
CYP4A22-AS1,2012-08,,ncRNA-a3,ncRNA-a3
ncRNA-a3,2012-08,,CYP4A22-AS1,CYP4A22-AS1
LINC00853,2013-02,PDZK1IP1-AS1,ncRNA-a4,PDZK1IP1-AS1|ncRNA-a4
ncRNA-a4,2013-02,PDZK1IP1-AS1,LINC00853,PDZK1IP1-AS1|LINC00853
LINC00570,,,ncRNA-a5,ncRNA-a5
ncRNA-a5,,,LINC00570,LINC00570
SCAANT1,2012-08,,ATXN7-AS1,ATXN7-AS1
ATXN7-AS1,2012-08,,SCAANT1,SCAANT1
GMFA,2016-02,,,
KCNJ2-AS1,2012-08,,FLJ36644,FLJ36644
FLJ36644,2012-08,,KCNJ2-AS1,KCNJ2-AS1
LINC00571,,,,
LINC00572,,,,
USH1K,,,,
CHRM3-AS2,2012-08,,,
SCA37,,,,
VTI1BP1,2012-12,,,
VTI1BP2,2012-12,,,
VTI1BP3,2012-12,,,
GMFB,2016-02,,GMF,GMF
GMF,2016-02,,GMFB,GMFB
VTI1BP4,2012-12,,,
MANEA-AS1,2012-10,,,
PCNAP3,,,,
PCNAP4,,,,
MAPT-AS1,2012-08,,,
GMFG,2016-02,,,
KANSL1-AS1,2012-08,,,
MAPT-IT1,2015-02,,,
RBM11P1,,,,
HOXB-AS1,2012-08,,,
HOXA-AS2,2012-08,,HOXA3as,HOXA3as
HOXA3as,2012-08,,HOXA-AS2,HOXA-AS2
FAM90A26,2015-11,FAM90A26P,,FAM90A26P
FAM90A28P,2015-11,,,
HOXA-AS3,2012-08,,HOXA6as,HOXA6as
HOXA6as,2012-08,,HOXA-AS3,HOXA-AS3
HOXC-AS1,2012-08,,,
GML,2012-11,,LY6DL,LY6DL
LY6DL,2012-11,,GML,GML
HOXC-AS2,2012-08,,,
HOXC-AS3,2012-08,,,
DPPA5P1,,,,
HOXC13-AS,2014-01,HOXC-AS5,,HOXC-AS5
DPPA5P2,,,,
HAGLR,2014-05,HOXD-AS1,Mdgt,HOXD-AS1|Mdgt
Mdgt,2014-05,HOXD-AS1,HAGLR,HOXD-AS1|HAGLR
HOXD-AS2,2012-08,,,
KHDC1P1,,,,
FTO-IT1,2015-02,,,
FTOP1,,,,
GMPR,,,,
HAUS1P1,2015-11,,,
HAUS1P2,2015-11,,,
HAUS1P3,2015-11,,,
HAUS4P1,2015-11,,,
HAUS6P1,2015-11,,,
HAUS6P2,2015-11,,,
HAUS8P1,2015-11,,,
ZSWIM5P1,2016-02,,,
ZSWIM5P2,2016-02,,,
GMPR2,,,,
ZSWIM5P3,2016-02,,,
THEGL,2017-02,,,
COX20P2,2016-07,,,
LINC-ROR,,,lincRNA-RoR|lincRNA-ST8SIA3|ROR,lincRNA-RoR|lincRNA-ST8SIA3|ROR
lincRNA-RoR,,,LINC-ROR|lincRNA-ST8SIA3|ROR,LINC-ROR|lincRNA-ST8SIA3|ROR
lincRNA-ST8SIA3,,,LINC-ROR|lincRNA-RoR|ROR,LINC-ROR|lincRNA-RoR|ROR
ROR,,,LINC-ROR|lincRNA-RoR|lincRNA-ST8SIA3,LINC-ROR|lincRNA-RoR|lincRNA-ST8SIA3
CASP1P1,2015-11,,,
CASP1P2,2015-11,,,
CASP1P3,2015-11,,,
FAM218BP,2015-11,,,
GMPS,2015-09,,GATD7,GATD7
GATD7,2015-09,,GMPS,GMPS
TMA16P1,,,,
TMA16P2,,,,
SLC29A4P2,2016-02,,,
SLC29A4P1,2016-02,,,
SLC25A3P2,2016-02,,,
SLC25A3P3,2016-02,,,
GOLGA4P3,,,,
PRSS3P1,2015-11,,TRY5,TRY5
TRY5,2015-11,,PRSS3P1,PRSS3P1
PRSS3P2,2015-11,,TRY6,TRY6
TRY6,2015-11,,PRSS3P2,PRSS3P2
PRSS3P4,2015-11,,,
GNA11,2016-03,HHC2,FBH|FBH2|FHH2,HHC2|FBH|FBH2|FHH2
FBH,2016-03,HHC2,GNA11|FBH2|FHH2,HHC2|GNA11|FBH2|FHH2
FBH2,2016-03,HHC2,GNA11|FBH|FHH2,HHC2|GNA11|FBH|FHH2
FHH2,2016-03,HHC2,GNA11|FBH|FBH2,HHC2|GNA11|FBH|FBH2
PRSS3P3,2015-11,,TRY3,TRY3
TRY3,2015-11,,PRSS3P3,PRSS3P3
LRRC37A7P,2016-06,,,
LRRC37A8P,2016-06,,,
HIST2H3DP1,2016-08,,p05,p05
p05,2016-08,,HIST2H3DP1,HIST2H3DP1
ALPL,,HOPS,TNSALP,HOPS|TNSALP
TNSALP,,HOPS,ALPL,HOPS|ALPL
GNA12,2016-03,,gep,gep
gep,2016-03,,GNA12,GNA12
LINC00578,,,,
SLC16A14P1,2015-12,,,
GNA13,2016-03,,G13|MGC46138,G13|MGC46138
G13,2016-03,,GNA13|MGC46138,GNA13|MGC46138
MGC46138,2016-03,,GNA13|G13,GNA13|G13
STK4-AS1,2012-10,,,
LRRC37A9P,2016-06,,,
LRRC37A10P,2016-06,,,
LRRC37A11P,2016-06,,LRRC37F,LRRC37F
LRRC37F,2016-06,,LRRC37A11P,LRRC37A11P
LRRC37A12P,2016-06,,,
LRRC37A13P,2016-06,,,
LRRC37A14P,2016-06,,,
LRRC37A15P,2016-06,,,
GNA14,2016-03,,,
LRRC37A16P,2016-06,,LRRC37C,LRRC37C
LRRC37C,2016-06,,LRRC37A16P,LRRC37A16P
PTGES3P2,2016-06,,,
PTGES3P3,2016-06,,,
PTGES3P1,2016-06,,,
PTGES3P4,2016-06,,,
PTGES3P5,2016-06,,,
SPATA31E2P,2016-06,FAM75E2P,,FAM75E2P
SPATA31E3P,2016-06,FAM75E3P,,FAM75E3P
GNA15,2016-03,,GNA16,GNA16
GNA16,2016-03,,GNA15,GNA15
NCAPD2P1,2015-11,,,
PSMA2P1,2016-04,,,
PSMA2P2,2016-04,,,
PSMA2P3,2016-04,,PSMA2L,PSMA2L
PSMA2L,2016-04,,PSMA2P3,PSMA2P3
APOBEC3AP1,2016-03,,,
APOBEC3B-AS1,2012-08,,,
MAP2K4P1,,,,
TMEM161B-AS1,2012-08,,linc-POLR3G-8,linc-POLR3G-8
linc-POLR3G-8,2012-08,,TMEM161B-AS1,TMEM161B-AS1
GNAI1,2016-03,,,
LINC00581,,,,
ADAM12-OT1,,,,
LINC00582,,,,
DEFB130C,2017-04,,,
DEFB109C,,,,
SLC25A1P1,2016-02,,,
SLC25A1P3,2016-02,,,
SLC25A1P2,2016-02,,,
SLC25A1P4,2016-02,,,
SLC25A1P5,2016-02,,,
GNAI2,2016-03,GNAI2B,GIP,GNAI2B|GIP
GIP,2016-03,GNAI2B,GNAI2,GNAI2B|GNAI2
SLC25A6P2,2016-02,,,
SLC25A6P3,2016-02,,,
SLC25A6P4,2016-02,,,
SLC25A6P5,2016-02,,,
SLC25A6P6,2016-02,,,
SLC25A14P1,2016-02,,,
SLC25A18P1,2016-02,,,
SLC25A38P1,2016-02,,,
SLC25A39P1,2016-02,,,
GNAI2P1,2016-03,GNAI2A|GNAI2L,,GNAI2A|GNAI2L
SLC25A47P1,2016-02,,,
FAM96AP1,2015-11,,,
FAM96AP2,2015-11,,,
CROCCP4,,,,
CROCCP5,,,,
DCAF13P1,,,,
DCAF13P2,,,,
DCAF13P3,,,,
DAZAP2P1,,,,
GNAI3,2016-03,,87U6,87U6
87U6,2016-03,,GNAI3,GNAI3
EXOC5P1,,,,
EXOC7P1,,,,
SUZ12P2,2015-06,,,
MEG9,,,LINC00584,LINC00584
LINC00584,,,MEG9,MEG9
BANCR,,,LINC00586,LINC00586
LINC00586,,,BANCR,BANCR
RBM12B-AS2,,,,
CENPVL2,2016-07,CENPVP2,,CENPVP2
GNAL,2016-03,,,
CENPVL3,2016-07,CENPVP3,,CENPVP3
TNRC18P1,2015-02,,,
FOXN3P1,,,,
BANF1P3,,,,
BANF1P4,,,,
BANF1P5,,,,
PRELID1P1,,,,
PRELID1P2,,,,
PRELID1P3,,,,
PRELID1P4,,,,
GNAO1,2016-03,,G-ALPHA-o,G-ALPHA-o
G-ALPHA-o,2016-03,,GNAO1,GNAO1
YAP1P3,2015-11,,,
VIM2P,2016-01,VIMP1,lncRNA-CIR|RP11-162L10.1|VIM2,VIMP1|lncRNA-CIR|RP11-162L10.1|VIM2
lncRNA-CIR,2016-01,VIMP1,VIM2P|RP11-162L10.1|VIM2,VIMP1|VIM2P|RP11-162L10.1|VIM2
RP11-162L10.1,2016-01,VIMP1,VIM2P|lncRNA-CIR|VIM2,VIMP1|VIM2P|lncRNA-CIR|VIM2
VIM2,2016-01,VIMP1,VIM2P|lncRNA-CIR|RP11-162L10.1,VIMP1|VIM2P|lncRNA-CIR|RP11-162L10.1
PRELID2P1,,,,
FENDRR,2013-02,FOXF1-AS1,lincFOXF1|onco-lncRNA-21,FOXF1-AS1|lincFOXF1|onco-lncRNA-21
lincFOXF1,2013-02,FOXF1-AS1,FENDRR|onco-lncRNA-21,FOXF1-AS1|FENDRR|onco-lncRNA-21
onco-lncRNA-21,2013-02,FOXF1-AS1,FENDRR|lincFOXF1,FOXF1-AS1|FENDRR|lincFOXF1
CD27-AS1,2012-08,,,
RPL10P14,,,,
TAS2R67P,2015-12,,,
RPS23P7,2012-04,,,
ALPP,2010-06,,,
GNAQ,2016-03,,G-ALPHA-q|GAQ,G-ALPHA-q|GAQ
G-ALPHA-q,2016-03,,GNAQ|GAQ,GNAQ|GAQ
GAQ,2016-03,,GNAQ|G-ALPHA-q,GNAQ|G-ALPHA-q
SALL4P7,2016-05,,,
ADAM20P2,,,,
ADAM20P3,,,,
DBET,,,DBE-T|DUX4L30,DBE-T|DUX4L30
DBE-T,,,DBET|DUX4L30,DBET|DUX4L30
DUX4L30,,,DBET|DBE-T,DBET|DBE-T
TAS2R68P,2015-12,,T2R68P|PS7,T2R68P|PS7
T2R68P,2015-12,,TAS2R68P|PS7,TAS2R68P|PS7
PS7,2015-12,,TAS2R68P|T2R68P,TAS2R68P|T2R68P
OTX2-AS1,2012-10,,OTX2OS1,OTX2OS1
OTX2OS1,2012-10,,OTX2-AS1,OTX2-AS1
GNAQP1,2016-03,GNAQP,,GNAQP
IFNG-AS1,2012-08,,Tmevpg1|LincR-Ifng-3'AS|NEST,Tmevpg1|LincR-Ifng-3'AS|NEST
Tmevpg1,2012-08,,IFNG-AS1|LincR-Ifng-3'AS|NEST,IFNG-AS1|LincR-Ifng-3'AS|NEST
LincR-Ifng-3'AS,2012-08,,IFNG-AS1|Tmevpg1|NEST,IFNG-AS1|Tmevpg1|NEST
NEST,2012-08,,IFNG-AS1|Tmevpg1|LincR-Ifng-3'AS,IFNG-AS1|Tmevpg1|LincR-Ifng-3'AS
CASC17,2017-01,,LINC00600,LINC00600
LINC00600,2017-01,,CASC17,CASC17
NECAP1P1,,,,
NECAP1P2,,,,
FANK1-AS1,2012-08,,,
LINC00601,,,,
LINC00602,,,,
LINC00603,,,,
CCDC11P1,,,,
GNAS,2001-12,GNAS1,NESP55|NESP|GNASXL|GPSA|SCG6|SgVI,GNAS1|NESP55|NESP|GNASXL|GPSA|SCG6|SgVI
NESP55,2001-12,GNAS1,GNAS|NESP|GNASXL|GPSA|SCG6|SgVI,GNAS1|GNAS|NESP|GNASXL|GPSA|SCG6|SgVI
NESP,2001-12,GNAS1,GNAS|NESP55|GNASXL|GPSA|SCG6|SgVI,GNAS1|GNAS|NESP55|GNASXL|GPSA|SCG6|SgVI
GNASXL,2001-12,GNAS1,GNAS|NESP55|NESP|GPSA|SCG6|SgVI,GNAS1|GNAS|NESP55|NESP|GPSA|SCG6|SgVI
GPSA,2001-12,GNAS1,GNAS|NESP55|NESP|GNASXL|SCG6|SgVI,GNAS1|GNAS|NESP55|NESP|GNASXL|SCG6|SgVI
SCG6,2001-12,GNAS1,GNAS|NESP55|NESP|GNASXL|GPSA|SgVI,GNAS1|GNAS|NESP55|NESP|GNASXL|GPSA|SgVI
SgVI,2001-12,GNAS1,GNAS|NESP55|NESP|GNASXL|GPSA|SCG6,GNAS1|GNAS|NESP55|NESP|GNASXL|GPSA|SCG6
INTS6P1,,,,
GCSHP1,2016-06,,,
KRT18P56,,,,
LINC00604,,,,
GOLGA5P1,,,,
AIG1P1,2016-07,,,
GCSHP2,2016-06,,,
LINC00605,,,,
GCSHP3,2016-06,,,
GNAT1,2016-03,,CSNBAD3,CSNBAD3
CSNBAD3,2016-03,,GNAT1,GNAT1
GCSHP4,2016-06,,,
LINC00606,,,,
SRGAP2D,2014-06,,,
ARL5AP1,2015-11,,,
ARL5AP3,2015-11,,,
ARL5AP4,2015-11,,,
ARL5AP2,2015-11,,,
GNG12-AS1,2012-08,,,
ARHGAP42P2,,,,
GNAT2,2016-03,,ACHM4,ACHM4
ACHM4,2016-03,,GNAT2,GNAT2
ARHGAP42P1,,,,
ARHGAP42P4,,,,
ARHGAP42P5,,,,
PTGES3L,2016-06,,,
LINC00607,,,,
PTGES3L-AARSD1,,,,
WBP1LP1,,,,
WBP1LP2,,,,
GNAZ,2016-03,,,
WBP1LP4,,,,
WBP1LP7,,,,
WBP1LP6,2012-05,,,
WBP1LP5,,,,
WBP1LP3,,,,
PTCSC3,,,,
GNB1,2016-03,,,
LINC00609,,,,
DFNB98,,,,
TSEN15P1,2015-11,,,
TSEN15P2,2015-11,,,
TSEN15P3,2015-11,,,
TSEN2P1,2015-11,,,
TRIM51FP,,,,
POLHP1,2016-07,,,
TRIM51CP,2012-05,,,
TRIM51DP,2012-05,,,
GNB1L,2016-03,,GY2|WDR14,GY2|WDR14
GY2,2016-03,,GNB1L|WDR14,GNB1L|WDR14
WDR14,2016-03,,GNB1L|GY2,GNB1L|GY2
TRIM51EP,2012-05,,,
TRIM51GP,,,,
TRIM49D1,2013-03,TRIM49DP|TRIM49D1P,TRIM49D,TRIM49DP|TRIM49D1P|TRIM49D
TRIM49D,2013-03,TRIM49DP|TRIM49D1P,TRIM49D1,TRIM49DP|TRIM49D1P|TRIM49D1
TRIM64DP,,,,
TRIM64EP,,,,
TRIM64FP,,,,
TRIM51HP,,,,
TRIM51JP,,,,
TRIM53CP,,,,
GNB2,2016-03,,,
TRIM77BP,2014-04,,,
TRIM43CP,,,,
HELLPAR,2012-11,,LINC-HELLP,LINC-HELLP
LINC-HELLP,2012-11,,HELLPAR,HELLPAR
MSRB1P1,,,,
PQLC1P1,,,,
PQLC1P2,,,,
PSAT1P2,,,,
PSAT1P3,,,,
RACK1,2016-01,GNB2L1,Gnb2-rs1|H12.3,GNB2L1|Gnb2-rs1|H12.3
Gnb2-rs1,2016-01,GNB2L1,RACK1|H12.3,GNB2L1|RACK1|H12.3
H12.3,2016-01,GNB2L1,RACK1|Gnb2-rs1,GNB2L1|RACK1|Gnb2-rs1
PSAT1P4,,,,
USP46-AS1,2012-08,,,
SUB1P2,2015-09,,,
SUB1P3,2015-09,,,
SUB1P4,2015-09,,,
STX18P1,,,,
SUCLG2P1,2016-04,,,
SUCLG2P2,2016-04,,,
SUCLG2P3,2016-04,,,
SUCLG2P4,2016-04,,,
TAP2,2016-06,ABCB3,PSF2|RING11|D6S217E,ABCB3|PSF2|RING11|D6S217E
PSF2,2016-06,ABCB3,TAP2|RING11|D6S217E,ABCB3|TAP2|RING11|D6S217E
RING11,2016-06,ABCB3,TAP2|PSF2|D6S217E,ABCB3|TAP2|PSF2|D6S217E
D6S217E,2016-06,ABCB3,TAP2|PSF2|RING11,ABCB3|TAP2|PSF2|RING11
ALPPL1,,,,
GNB3,2016-03,,,
SUDS3P1,2015-09,,,
SEC24B-AS1,2012-08,,1/2-SBSRNA4,1/2-SBSRNA4
1/2-SBSRNA4,2012-08,,SEC24B-AS1,SEC24B-AS1
