Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
ZBED1P1,2016-02,,,
LYPLA1P1,,,,
LYPLA1P2,,,,
LYPLA1P3,,,,
CCDC34P1,,,,
TOX4P1,,,,
GNB5,2016-03,,GB5,GB5
GB5,2016-03,,GNB5,GNB5
WRBP1,,,,
CIR1P1,,,,
CIR1P2,,,,
CIR1P3,,,,
RPF2P2,2015-07,,,
EIF3KP1,2015-12,,,
EIF3KP2,2015-12,,,
EIF3KP3,2015-12,,,
TTC39CP1,,,,
GNG10,2016-03,,,
TRMT112P1,2017-05,,,
TRMT112P2,2017-05,,,
TRMT112P3,2017-05,,,
TRMT112P4,2017-05,,,
TRMT112P5,2017-05,,,
TRMT112P6,2017-05,,,
TRMT112P7,2017-05,,,
CUL4AP1,,,,
ACTN4P1,2016-01,,,
GNG11,2016-03,,GNGT11,GNGT11
GNGT11,2016-03,,GNG11,GNG11
ACTN4P2,2016-01,,,
HAVCR1P1,,,,
HAVCR1P2,,,,
UNC93B7,,,,
UNC93B8,,,,
FKBP4P1,2015-11,,,
NDUFS5P1,2015-11,,,
GNG2,2016-03,,,
NDUFS5P2,2015-11,,,
NDUFS5P3,2015-11,,,
NDUFS5P4,2015-11,,,
NDUFS5P5,2015-11,,,
NDUFS5P6,2015-11,,,
NDUFS5P7,2015-11,,,
KLHL2P1,2015-11,,MAVP1,MAVP1
MAVP1,2015-11,,KLHL2P1,KLHL2P1
EIF4EBP1P2,2012-05,,,
PANDAR,,,PANDA,PANDA
PANDA,,,PANDAR,PANDAR
LTV1P1,2015-06,,,
GNG3,2016-03,,,
TECRP1,,,,
TECRP2,,,,
NUP58P1,2016-06,NUPL1P1,,NUPL1P1
TMEM248P1,,,,
RBM48P1,,,,
FOSL1P1,2016-05,,,
R3HDM2P1,,,,
R3HDM2P2,,,,
PES1P1,,,,
PES1P2,,,,
GNG3LG,,,,
LINC00613,,,,
SERF1AP1,2016-06,,,
STMN1P1,,,,
STMN1P2,,,,
SLC7A11-AS1,2012-08,,ENST00000512786,ENST00000512786
ENST00000512786,2012-08,,SLC7A11-AS1,SLC7A11-AS1
LINC00616,,,,
PGBD4P1,,,,
PGBD4P3,,,,
GNG4,2016-03,,,
PGBD4P5,,,,
PGBD4P6,,,,
PGBD4P7,,,,
PGBD4P8,,,,
PGBD4P4,,,,
PGBD4P2,,,,
GNG5,2016-03,,,
ATG4AP1,2016-02,,,
NXPE2P1,2015-11,,,
PCED1CP,2012-06,,,
LARP1BP2,2015-11,,,
LARP1BP3,2015-11,,,
PTCSC2,,,,
TUNAR,2014-03,LINC00617,TUNA|HI-LNC78,LINC00617|TUNA|HI-LNC78
TUNA,2014-03,LINC00617,TUNAR|HI-LNC78,LINC00617|TUNAR|HI-LNC78
HI-LNC78,2014-03,LINC00617,TUNAR|TUNA,LINC00617|TUNAR|TUNA
ANP32BP3,2015-11,,,
GNG5P1,2016-03,GNG5P,,GNG5P
ZNF968P,,,,
MINOS1P2,,,,
MINOS1P3,,,,
MINOS1P4,,,,
RTEL1-TNFRSF6B,2013-05,,,
TUBA3GP,2015-12,,,
FAM86JP,2015-11,,,
FAM86KP,2015-11,,,
FAM86LP,2015-11,,,
ALPPL2,2015-11,,,
GNG7,2016-03,,FLJ00058,FLJ00058
FLJ00058,2016-03,,GNG7,GNG7
FAM86MP,2015-11,,,
STAU2-AS1,2012-08,,,
SLC8A1-AS1,2012-08,,,
IQCH-AS1,2012-08,,,
CCDC183-AS1,2013-12,KIAA1984-AS1,,KIAA1984-AS1
LHFPL3-AS2,2012-08,,,
LIMD1-AS1,2012-08,,,
EFCAB14-AS1,2012-11,KIAA0494-AS1,,KIAA0494-AS1
PARD6G-AS1,2012-08,,,
GNGT1,2016-03,,GNG1,GNG1
GNG1,2016-03,,GNGT1,GNGT1
PHKA2-AS1,2012-08,,,
UBOX5-AS1,2012-08,,,
TMEM178B,,,DKFZp547G036,DKFZp547G036
DKFZp547G036,,,TMEM178B,TMEM178B
BCDIN3D-AS1,2012-08,,,
AP4B1-AS1,2012-08,,,
WTAPP1,,,,
PITPNA-AS1,2012-08,,,
STARD4-AS1,2012-08,,,
NAPA-AS1,2012-08,,,
GAS5-AS1,2012-08,,,
GNGT2,2016-03,,GNG9,GNG9
GNG9,2016-03,,GNGT2,GNGT2
DACT3-AS1,2012-08,,,
SBK3,2015-11,,SgK110,SgK110
SgK110,2015-11,,SBK3,SBK3
SPTY2D1-AS1,2012-08,,,
PXN-AS1,2012-08,,EyeLinc4,EyeLinc4
EyeLinc4,2012-08,,PXN-AS1,PXN-AS1
TTN-AS1,2012-08,,,
PSMD6-AS2,2012-08,,,
SLFNL1-AS1,2012-08,,,
RNF157-AS1,2012-08,,,
LRP4-AS1,2012-08,,,
MKNK1-AS1,2012-08,,,
GNL1,2016-03,,HSR1,HSR1
HSR1,2016-03,,GNL1,GNL1
MED15P9,2013-08,CCDC74B-AS1|MED15P2,,CCDC74B-AS1|MED15P2
GRID1-AS1,2012-08,,,
LEMD1-AS1,2012-08,,,
EHHADH-AS1,2012-08,,,
CCDC148-AS1,2012-08,,,
FAHD2CP,,,,
GTF2IRD1P1,2015-02,,,
GZMAP1,2015-11,,,
SRD5A3-AS1,2012-08,,,
OCA5,,,,
GNLY,,LAG2,NKG5|LAG-2|D2S69E|TLA519,LAG2|NKG5|LAG-2|D2S69E|TLA519
NKG5,,LAG2,GNLY|LAG-2|D2S69E|TLA519,LAG2|GNLY|LAG-2|D2S69E|TLA519
LAG-2,,LAG2,GNLY|NKG5|D2S69E|TLA519,LAG2|GNLY|NKG5|D2S69E|TLA519
D2S69E,,LAG2,GNLY|NKG5|LAG-2|TLA519,LAG2|GNLY|NKG5|LAG-2|TLA519
TLA519,,LAG2,GNLY|NKG5|LAG-2|D2S69E,LAG2|GNLY|NKG5|LAG-2|D2S69E
USP3-AS1,,,,
GIMD1,2012-07,,,
TPM3P9,,,,
ADCY10P1,2016-06,,,
ADPGK-AS1,2012-08,,,
ARRDC3-AS1,2012-08,,,
ASH1L-AS1,2012-08,,,
DPH6-AS1,2013-05,ATPBD4-AS1,,ATPBD4-AS1
TSPOAP1-AS1,2016-06,BZRAP1-AS1,,BZRAP1-AS1
SEC1P,,,,
GNMT,,,,
ANAPC1P1,,,,
DCTN1-AS1,2012-08,,,
TGFBR3L,2016-04,,,
DIO2-AS1,2012-08,,,
DLG1-AS1,2012-08,,,
TMEM249,,,C8orfK29,C8orfK29
C8orfK29,,,TMEM249,TMEM249
ELOVL2-AS1,2012-08,,,
GABPB1-AS1,2012-08,,,
TMPO-AS1,2012-08,,,
TPBGL,2017-02,,,
GNPAT,,,DHAPAT|DAPAT|DAP-AT,DHAPAT|DAPAT|DAP-AT
DHAPAT,,,GNPAT|DAPAT|DAP-AT,GNPAT|DAPAT|DAP-AT
DAPAT,,,GNPAT|DHAPAT|DAP-AT,GNPAT|DHAPAT|DAP-AT
DAP-AT,,,GNPAT|DHAPAT|DAPAT,GNPAT|DHAPAT|DAPAT
LRCOL1,2016-06,,,
ACVR2B-AS1,2012-08,,,
SRRM2-AS1,2012-08,,,
GPR158-AS1,2012-08,,,
NUPR2,2015-11,NUPR1L,,NUPR1L
ZFHX4-AS1,2012-08,,,
PCED1B-AS1,2012-08,,,
VPS13A-AS1,2012-08,,,
SH3RF3-AS1,2012-08,,,
LOXL1-AS1,2012-08,,,
GNPDA1,2003-10,GNPI,GNPDA|HLN|GPI|KIAA0060,GNPI|GNPDA|HLN|GPI|KIAA0060
GNPDA,2003-10,GNPI,GNPDA1|HLN|GPI|KIAA0060,GNPI|GNPDA1|HLN|GPI|KIAA0060
HLN,2003-10,GNPI,GNPDA1|GNPDA|GPI|KIAA0060,GNPI|GNPDA1|GNPDA|GPI|KIAA0060
GPI,2003-10,GNPI,GNPDA1|GNPDA|HLN|KIAA0060,GNPI|GNPDA1|GNPDA|HLN|KIAA0060
KIAA0060,2003-10,GNPI,GNPDA1|GNPDA|HLN|GPI,GNPI|GNPDA1|GNPDA|HLN|GPI
RASAL2-AS1,2012-08,,,
BRE-AS1,2012-08,,,
THAP9-AS1,2012-08,,,
APTR,2014-04,RSBN1L-AS1,,RSBN1L-AS1
PTOV1-AS1,2012-08,,,
DDX11-AS1,2012-08,,CONCR,CONCR
CONCR,2012-08,,DDX11-AS1,DDX11-AS1
SENCR,2013-11,FLI1-AS1,,FLI1-AS1
RAB11B-AS1,2012-08,,,
TMPRSS4-AS1,2012-08,,,
GNPTA,,,,
ATP6V0E2-AS1,2012-08,,,
PGM5-AS1,2012-08,,FAM233A,FAM233A
FAM233A,2012-08,,PGM5-AS1,PGM5-AS1
HHIP-AS1,2012-08,,,
STXBP5-AS1,2012-08,,,
NAGPA-AS1,2012-08,,,
RASA4CP,,,,
SMG1P1,2016-05,,,
SLC2A1-AS1,2012-08,,,
ZBED3-AS1,2012-08,,,
SEC14L1P1,2016-01,,,
GNRH1,2015-11,GRH|GNRH|LHRH,,GRH|GNRH|LHRH
FAM133CP,2015-11,,,
NFE2L3P2,2015-11,,,
FAM133DP,2015-11,,,
PIN4P1,2016-06,,,
NDUFAF4P1,2015-12,,,
GCSHP5,,,,
APOBEC3A_B,,,,
FAM227A,2015-11,,,
ALS1,,,,
GNRH2,2015-11,,,
TRABD2B,,,TIKI2,TIKI2
TIKI2,,,TRABD2B,TRABD2B
ARL14EPL,2015-12,,,
EFTUD1P2,,,,
SMIM1,2014-01,,Vel,Vel
Vel,2014-01,,SMIM1,SMIM1
MPC1L,2017-05,,,
PINLYP,,,,
LYPD8,,,,
PPP5D1,2012-07,,,
GNRHR,2015-11,GRHR,LHRHR,GRHR|LHRHR
LHRHR,2015-11,GRHR,GNRHR,GRHR|GNRHR
ACTR6P1,2013-09,,,
ZNF969P,,,,
RPL7L1P13,2015-11,,,
RTEL1P1,,,,
GNS,2008-08,,,
NR2F2-AS1,2012-08,,,
LINC00620,,,,
RASA4DP,,,,
LINC00621,,,,
GNT1,,,,
ALOXE3P1,,,,
LDHAL6DP,2016-04,,,
GOLGA1,2010-02,,golgin-97|MGC33154,golgin-97|MGC33154
golgin-97,2010-02,,GOLGA1|MGC33154,GOLGA1|MGC33154
MGC33154,2010-02,,GOLGA1|golgin-97,GOLGA1|golgin-97
LDHAL6FP,2016-04,,,
LDHAL6EP,2016-04,,,
PKMP1,,,,
PKMP2,,,,
PKMP3,,,,
PKMP4,,,,
PKMP5,,,,
CNOT7P1,2015-11,,,
CNOT7P2,2015-11,,,
GOLGA2,2010-02,,GM130|golgin-95,GM130|golgin-95
GM130,2010-02,,GOLGA2|golgin-95,GOLGA2|golgin-95
golgin-95,2010-02,,GOLGA2|GM130,GOLGA2|GM130
VPS25P1,2013-09,,,
LINC00622,,,,
LINC00623,,,,
NOTCH2P1,,,,
LINC00624,,,,
FOXD2-AS1,2012-10,,MGC12982,MGC12982
MGC12982,2012-10,,FOXD2-AS1,FOXD2-AS1
LINC00626,,,MGC4473,MGC4473
MGC4473,,,LINC00626,LINC00626
GOLGA3,2010-02,,golgin-160|GCP170|MEA-2,golgin-160|GCP170|MEA-2
golgin-160,2010-02,,GOLGA3|GCP170|MEA-2,GOLGA3|GCP170|MEA-2
GCP170,2010-02,,GOLGA3|golgin-160|MEA-2,GOLGA3|golgin-160|MEA-2
MEA-2,2010-02,,GOLGA3|golgin-160|GCP170,GOLGA3|golgin-160|GCP170
TMLHE-AS1,2012-08,,,
LINC00629,,,,
LINC00630,,,,
FGF13-AS1,2012-08,,,
LINC00893,,,,
ZNF674-AS1,2012-10,,,
FAM236A,2016-11,DMRTC1-AS1|LINC00684,,DMRTC1-AS1|LINC00684
ETDB,2017-04,LINC00633,,LINC00633
GOLGA4,2010-02,,GOLG|GCP2|p230|golgin-240,GOLG|GCP2|p230|golgin-240
GOLG,2010-02,,GOLGA4|GCP2|p230|golgin-240,GOLGA4|GCP2|p230|golgin-240
GCP2,2010-02,,GOLGA4|GOLG|p230|golgin-240,GOLGA4|GOLG|p230|golgin-240
p230,2010-02,,GOLGA4|GOLG|GCP2|golgin-240,GOLGA4|GOLG|GCP2|golgin-240
golgin-240,2010-02,,GOLGA4|GOLG|GCP2|p230,GOLGA4|GOLG|GCP2|p230
VWA8-AS1,2012-08,,,
VWA8P1,,,,
TMEM44-AS1,2012-08,,,
RNA45S5,2012-08,,,
RNA45S1,,,,
RNA45S2,,,,
RNA45S3,,,,
RNA45S4,,,,
RNA18S1,,,,
RNA18S2,,,,
GOLGA5,2010-02,,ret-II|golgin-84|rfg5|GOLIM5,ret-II|golgin-84|rfg5|GOLIM5
ret-II,2010-02,,GOLGA5|golgin-84|rfg5|GOLIM5,GOLGA5|golgin-84|rfg5|GOLIM5
golgin-84,2010-02,,GOLGA5|ret-II|rfg5|GOLIM5,GOLGA5|ret-II|rfg5|GOLIM5
rfg5,2010-02,,GOLGA5|ret-II|golgin-84|GOLIM5,GOLGA5|ret-II|golgin-84|GOLIM5
GOLIM5,2010-02,,GOLGA5|ret-II|golgin-84|rfg5,GOLGA5|ret-II|golgin-84|rfg5
RNA18S3,,,,
RNA18S4,,,,
RNA5-8S1,,,,
RNA5-8S2,,,,
RNA5-8S3,,,,
RNA5-8S4,,,,
RNA28S1,,,,
RNA28S2,,,,
RNA28S3,,,,
RNA28S4,,,,
GOLGB1,2010-02,,GCP|GCP372|giantin|GOLIM1,GCP|GCP372|giantin|GOLIM1
GCP,2010-02,,GOLGB1|GCP372|giantin|GOLIM1,GOLGB1|GCP372|giantin|GOLIM1
GCP372,2010-02,,GOLGB1|GCP|giantin|GOLIM1,GOLGB1|GCP|giantin|GOLIM1
giantin,2010-02,,GOLGB1|GCP|GCP372|GOLIM1,GOLGB1|GCP|GCP372|GOLIM1
GOLIM1,2010-02,,GOLGB1|GCP|GCP372|giantin,GOLGB1|GCP|GCP372|giantin
FOXN3-AS1,2012-08,,,
LINC00640,,,,
LINC00642,,,,
FUT8-AS1,2012-08,,,
EIF1AXP2,,,,
LINC00643,,,,
LINC00644,,,,
SLC25A21-AS1,,,,
LINC00645,,,,
ALS2,2015-11,ALS2CR6,,ALS2CR6
GOSR1,,,GOS28|P28|GS28|GOS-28|GOLIM2,GOS28|P28|GS28|GOS-28|GOLIM2
GOS28,,,GOSR1|P28|GS28|GOS-28|GOLIM2,GOSR1|P28|GS28|GOS-28|GOLIM2
P28,,,GOSR1|GOS28|GS28|GOS-28|GOLIM2,GOSR1|GOS28|GS28|GOS-28|GOLIM2
GS28,,,GOSR1|GOS28|P28|GOS-28|GOLIM2,GOSR1|GOS28|P28|GOS-28|GOLIM2
GOS-28,,,GOSR1|GOS28|P28|GS28|GOLIM2,GOSR1|GOS28|P28|GS28|GOLIM2
GOLIM2,,,GOSR1|GOS28|P28|GS28|GOS-28,GOSR1|GOS28|P28|GS28|GOS-28
LINC00648,,,,
IL10RB-AS1,2013-05,,IFNAR2-AS1,IFNAR2-AS1
IFNAR2-AS1,2013-05,,IL10RB-AS1,IL10RB-AS1
ITGB2-AS1,2012-08,,,
LINC00649,,,TCONS_00028768,TCONS_00028768
TCONS_00028768,,,LINC00649,LINC00649
LINC00650,,,,
TRERNA1,2013-08,LINC00651,ncRNA-a7|treRNA,LINC00651|ncRNA-a7|treRNA
ncRNA-a7,2013-08,LINC00651,TRERNA1|treRNA,LINC00651|TRERNA1|treRNA
treRNA,2013-08,LINC00651,TRERNA1|ncRNA-a7,LINC00651|TRERNA1|ncRNA-a7
UQCRC2P1,,,,
GOSR2,,,GS27|Bos1,GS27|Bos1
GS27,,,GOSR2|Bos1,GOSR2|Bos1
Bos1,,,GOSR2|GS27,GOSR2|GS27
NORAD,2015-12,LINC00657,,LINC00657
SNAP25-AS1,2012-08,,,
ISM1-AS1,2012-08,,,
SDCBP2-AS1,2012-08,,,
LINC00658,,,,
LINC00659,,,,
PYURF,,,PreY,PreY
PreY,,,PYURF,PYURF
BHMG1,2016-01,,HMGDC,HMGDC
HMGDC,2016-01,,BHMG1,BHMG1
LINC00664,,,,
GOT1,2016-04,,AST1,AST1
AST1,2016-04,,GOT1,GOT1
LINC01530,,,FLJ30403,FLJ30403
FLJ30403,,,LINC01530,LINC01530
ZNF667-AS1,,,MORT,MORT
MORT,,,ZNF667-AS1,ZNF667-AS1
LINC00665,,,,
ZNF571-AS1,,,,
LINC00904,,,,
LINC00907,,,,
LINC00668,,,,
SCML2P1,2014-12,,,
GOT2,2015-12,,mitAAT|KATIV|KAT4|KYAT4,mitAAT|KATIV|KAT4|KYAT4
mitAAT,2015-12,,GOT2|KATIV|KAT4|KYAT4,GOT2|KATIV|KAT4|KYAT4
KATIV,2015-12,,GOT2|mitAAT|KAT4|KYAT4,GOT2|mitAAT|KAT4|KYAT4
KAT4,2015-12,,GOT2|mitAAT|KATIV|KYAT4,GOT2|mitAAT|KATIV|KYAT4
KYAT4,2015-12,,GOT2|mitAAT|KATIV|KAT4,GOT2|mitAAT|KATIV|KAT4
SCML2P2,2014-12,,,
LINC00909,,,,
MIR924HG,2015-10,LINC00669,,LINC00669
DLGAP1-AS4,2012-08,,,
DRAXINP1,,,,
CST13P,,,CTES6|CSTT,CTES6|CSTT
CTES6,,,CST13P|CSTT,CST13P|CSTT
CSTT,,,CST13P|CTES6,CST13P|CTES6
CST9LP2,,,CTES7D,CTES7D
CTES7D,,,CST9LP2,CST9LP2
LINC00670,,,FLJ34690,FLJ34690
FLJ34690,,,LINC00670,LINC00670
LINC00671,,,,
GOT2P1,2010-05,GOT2L1,,GOT2L1
TOB1-AS1,2012-08,,,
ARF2P,,,MGC57346,MGC57346
MGC57346,,,ARF2P,ARF2P
BAIAP2-AS1,2012-10,,,
PEBP1P2,,,,
PEBP1P3,,,,
LSM3P1,2015-07,,,
LSM3P2,2015-07,,,
LSM3P3,2015-07,,,
LSM3P4,2015-07,,,
GOT2P2,2010-05,GOT2L2,,GOT2L2
LSM3P5,2015-07,,,
C1QTNF1-AS1,,,,
SNHG16,2015-02,,ncRAN|Nbla12061|Nbla10727,ncRAN|Nbla12061|Nbla10727
ncRAN,2015-02,,SNHG16|Nbla12061|Nbla10727,SNHG16|Nbla12061|Nbla10727
Nbla12061,2015-02,,SNHG16|ncRAN|Nbla10727,SNHG16|ncRAN|Nbla10727
Nbla10727,2015-02,,SNHG16|ncRAN|Nbla12061,SNHG16|ncRAN|Nbla12061
LINC00672,,,,
LINC00673,,,HI-LNC75|SLNCR1,HI-LNC75|SLNCR1
HI-LNC75,,,LINC00673|SLNCR1,LINC00673|SLNCR1
SLNCR1,,,LINC00673|HI-LNC75,LINC00673|HI-LNC75
LINC00674,,,,
LINC00675,,,,
TMEM220-AS1,,,,
RAMP2-AS1,,,,
MAP3K14-AS1,,,,
GOT2P3,2010-05,GOT2L3|GOT2L3P,,GOT2L3|GOT2L3P
TNRC6C-AS1,,,,
LINC00910,,,,
OACYLP,,,ACYL3P,ACYL3P
ACYL3P,,,OACYLP,OACYLP
CA15P3,2016-03,,,
CA15P1,2016-03,,,
ACE3P,2016-06,,,
ADAM1B,2014-11,,,
DGAT2L7P,2016-03,,,
FGF14-AS2,,,,
GOV,,,,
LMO7DN,2014-03,C13orf45,,C13orf45
FAM86B3P,2015-11,,,
ALG1L3P,,,,
ALG1L5P,,,,
ALG1L6P,,,,
ALG1L7P,,,,
ALG1L8P,,,,
ALG1L9P,,,,
ALG1L10P,,,,
GOX1,,,,
ALG1L11P,,,,
ALG1L12P,,,,
ALG1L13P,,,,
ALG1L14P,,,,
ALG1L15P,,,,
ROBO2P1,2015-06,,,
RNFT1P1,,,,
RNFT1P2,,,,
RNFT1P3,,,,
GP1BA,2016-01,GP1B,CD42b|GPIbalpha,GP1B|CD42b|GPIbalpha
CD42b,2016-01,GP1B,GP1BA|GPIbalpha,GP1B|GP1BA|GPIbalpha
GPIbalpha,2016-01,GP1B,GP1BA|CD42b,GP1B|GP1BA|CD42b
RSU1P2,,,,
RSU1P3,,,,
LINC00676,,,,
ERICH2,2015-11,,,
SERPINA15P,2016-04,,,
SERPINA7P1,2016-04,,,
ALS3,,,,
GP1BB,2016-01,,CD42c|GPIbbeta,CD42c|GPIbbeta
CD42c,2016-01,,GP1BB|GPIbbeta,GP1BB|GPIbbeta
GPIbbeta,2016-01,,GP1BB|CD42c,GP1BB|CD42c
SERPINE4P,2016-04,,,
SMURF2P1,,,,
GOLGA8M,2015-11,,,
GOLGA8N,2015-11,,,
GOLGA8O,2015-11,,,
GOLGA8R,2015-11,,,
GOLGA8Q,2015-11,,,
GOLGA8S,2015-11,,,
GP2,2016-01,,ZAP75,ZAP75
ZAP75,2016-01,,GP2,GP2
GOLGA8T,2015-11,,,
GOLGA8UP,2015-11,,,
LINC00678,,,,
POM121L14P,2015-11,,,
FAM27E4,2015-11,FAM27E4P,,FAM27E4P
LINC00680,,,,
RNASEK-C17orf49,2013-05,,,
GP2B,,,,
TEN1-CDK3,2013-05,,,
MMP24-AS1,,,,
HMGN2P47,,,,
LINC00681,,,,
CORO7-PAM16,,,,
TPST2P1,,,,
APOC4-APOC2,2013-09,,,
CDC42P3,,,,
CDC42P4,,,,
CDC42P5,,,,
GP5,2016-01,,CD42d,CD42d
CD42d,2016-01,,GP5,GP5
CDC42P6,2013-01,,,
REXO1L9P,2017-05,,,
REXO1L10P,2017-05,,,
REXO1L11P,2017-05,,,
REXO1L12P,2017-05,,,
CCL15-CCL14,2013-05,,,
SLX1A-SULT1A3,2013-05,,,
USP17L10,2012-10,,,
USP17L11,2012-10,,,
GP9,2016-01,,CD42a|GPIX,CD42a|GPIX
CD42a,2016-01,,GP9|GPIX,GP9|GPIX
GPIX,2016-01,,GP9|CD42a,GP9|CD42a
USP17L12,2012-10,,,
USP17L13,,,,
USP17L14P,,,,
USP17L15,,,,
USP17L16P,,,,
USP17L17,,,,
USP17L18,,,,
USP17L19,,,,
USP17L20,,,,
USP17L21,,,,
GPA33,2016-01,,A33,A33
A33,2016-01,,GPA33,GPA33
USP17L22,,,,
USP17L23,2012-10,,,
USP17L25,,,,
USP17L24,,,,
USP17L26,,,,
USP17L27,,,,
USP17L28,,,,
USP17L29,,,,
USP17L30,,,,
GPAA1,2012-12,,GAA1|hGAA1,GAA1|hGAA1
GAA1,2012-12,,GPAA1|hGAA1,GPAA1|hGAA1
hGAA1,2012-12,,GPAA1|GAA1,GPAA1|GAA1
KRT8P47,,,,
CHIAP1,,,,
CHIAP2,,,,
CHIAP3,,,,
RAB4B-EGLN2,2013-05,,RERT-lncRNA,RERT-lncRNA
RERT-lncRNA,2013-05,,RAB4B-EGLN2,RAB4B-EGLN2
LINC00682,,,,
LINC00683,,,,
PNPT1P1,,,,
PNPT1P2,,,,
GPAA1P1,,,,
ITPR1-AS1,,,,
BHLHE40-AS1,,,,
RNF10P1,,,,
SAMD11P1,,,,
ZNHIT1P1,2016-02,,,
UBTFL4,,,,
UBTFL8,,,,
LMCD1-AS1,,,,
THUMPD3-AS1,2014-01,SETD5-AS1,,SETD5-AS1
GPB,,,,
IFNL4,2016-06,,IFNAN,IFNAN
IFNAN,2016-06,,IFNL4,IFNL4
EGLN1P1,2016-05,,,
DUSP5P2,,,,
IFNL3P1,2016-06,IL28BP1,,IL28BP1
OVCH1-AS1,,,,
CERS6-AS1,,,,
FANCD2P1,2015-11,,,
FANCD2P2,2015-11,,,
CHCHD4P1,,,,
GPC1,,,glypican,glypican
glypican,,,GPC1,GPC1
CHCHD4P2,,,,
CHCHD4P3,,,,
CHCHD4P4,,,,
CHCHD4P5,,,,
MARK2P14,2016-02,,,
ACTG1P12,2015-01,,,
FGD5P1,,,,
RHBDF1P1,2014-12,,,
SETX,2005-11,ALS4|SCAR1,KIAA0625|AOA2|Sen1,ALS4|SCAR1|KIAA0625|AOA2|Sen1
KIAA0625,2005-11,ALS4|SCAR1,SETX|AOA2|Sen1,ALS4|SCAR1|SETX|AOA2|Sen1
AOA2,2005-11,ALS4|SCAR1,SETX|KIAA0625|Sen1,ALS4|SCAR1|SETX|KIAA0625|Sen1
Sen1,2005-11,ALS4|SCAR1,SETX|KIAA0625|AOA2,ALS4|SCAR1|SETX|KIAA0625|AOA2
GPC2,2007-02,,cerebroglycan|FLJ38962|DKFZp547M109,cerebroglycan|FLJ38962|DKFZp547M109
cerebroglycan,2007-02,,GPC2|FLJ38962|DKFZp547M109,GPC2|FLJ38962|DKFZp547M109
FLJ38962,2007-02,,GPC2|cerebroglycan|DKFZp547M109,GPC2|cerebroglycan|DKFZp547M109
DKFZp547M109,2007-02,,GPC2|cerebroglycan|FLJ38962,GPC2|cerebroglycan|FLJ38962
RPS3AP53,,,,
SH3BP5-AS1,,,,
THAP5P2,,,,
LINC00690,,,,
PDCL3P3,,,,
PDCL3P4,,,,
PDCL3P5,,,,
PDCL3P6,,,,
PDCL3P7,,,,
RAD23BP1,2017-05,,,
GPC3,,SDYS,OCI-5|SGBS|SGBS1|SGB|DGSX,SDYS|OCI-5|SGBS|SGBS1|SGB|DGSX
OCI-5,,SDYS,GPC3|SGBS|SGBS1|SGB|DGSX,SDYS|GPC3|SGBS|SGBS1|SGB|DGSX
SGBS,,SDYS,GPC3|OCI-5|SGBS1|SGB|DGSX,SDYS|GPC3|OCI-5|SGBS1|SGB|DGSX
SGBS1,,SDYS,GPC3|OCI-5|SGBS|SGB|DGSX,SDYS|GPC3|OCI-5|SGBS|SGB|DGSX
SGB,,SDYS,GPC3|OCI-5|SGBS|SGBS1|DGSX,SDYS|GPC3|OCI-5|SGBS|SGBS1|DGSX
DGSX,,SDYS,GPC3|OCI-5|SGBS|SGBS1|SGB,SDYS|GPC3|OCI-5|SGBS|SGBS1|SGB
RAD23BP2,2017-05,,,
ZNF970P,,,,
UBE2E2-AS1,,,,
NPM1P23,2016-06,,,
LINC00691,,,,
THRB-AS1,,,,
CRIP1P1,2016-01,,,
CRIP1P2,2016-01,,,
CRIP1P3,2016-01,,,
CRIP1P4,2016-01,,,
GPC4,,,K-glypican,K-glypican
K-glypican,,,GPC4,GPC4
RPEP1,,,,
RPEP2,,,,
RPEP3,,,,
RPEP4,,,,
RPEP5,,,,
RPEP6,,,,
LINC00693,,,,
FNBP1P2,,,,
FNBP1P1,,,,
SEC13P1,2015-08,,,
GPC5,,,,
RFC3P1,2015-11,,,
MRPL40P1,,,,
MRPL42P6,,,,
PRADC1P1,2016-05,,,
UBE2FP1,2016-03,,,
UBE2FP2,2016-03,,,
UBE2FP3,2016-03,,,
RPL21P135,,,,
GPC6,,,,
ZMYND19P1,2016-02,,,
NDUFAF4P2,2015-12,,,
NDUFAF4P3,2015-12,,,
NDUFAF4P4,2015-12,,,
PPP2R2DP1,2017-04,,,
DLEC1P1,,,,
DDTP1,,,,
EXOGP1,,,,
DSTNP4,2016-06,,,
DSTNP5,2016-06,,,
GPD1,2015-11,,,
ADAD1P1,2015-11,,,
ADAD1P2,2015-11,,,
NFU1P1,2014-07,,,
NFU1P2,2014-07,,,
EIF1B-AS1,,,FLJ33065,FLJ33065
FLJ33065,,,EIF1B-AS1,EIF1B-AS1
EEF1GP1,,,,
EEF1GP2,,,,
EEF1GP3,,,,
EEF1GP4,,,,
GPD2,2015-11,,,
EEF1GP5,,,,
EEF1GP6,,,,
EEF1GP7,,,,
EEF1GP8,,,,
RPL36P20,,,,
TPMTP2,,,,
TPMTP3,,,,
TPMTP4,,,,
TUBAP3,2015-12,TUBA8P1,,TUBA8P1
TUBAP4,2015-12,TUBA8P2,,TUBA8P2
GPDS1,,,,
LINC00694,,,,
MTATP8P1,,,,
MTATP8P2,,,,
MTATP8P3,,,,
MTATP8P4,,,,
MTATP6P1,,,,
MTATP6P2,,,,
MTATP6P3,,,,
MTATP6P4,,,,
MTATP6P5,,,,
GPI,2010-05,,AMF|NLK,AMF|NLK
